NAME,CITY,STATE
DR. J. MICHAEL MCGRATH ELEMENTARY,NEWHALL,CA
PINEWOOD AVENUE ELEMENTARY,TUJUNGA,CA
SCHAFER PARK ELEMENTARY,HAYWARD,CA
VALLEY ATWATER COMMUNITY,ATWATER,CA
DON JUAN AVILA ELEMENTARY,ALISO VIEJO,CA
OAK VIEW ELEMENTARY,HUNTINGTON BEACH,CA
RANCHO CUCAMONGA HIGH,RANCHO CUCAMONGA,CA
JAMES IRVINE INTERMEDIATE,GARDEN GROVE,CA
J. W. OAKLEY ELEMENTARY,BRAWLEY,CA
ALBERT EINSTEIN MIDDLE,SACRAMENTO,CA
EARL WARREN MIDDLE,SOLANA BEACH,CA
ED DONALDSON EDUCATION CENTER,KELSEYVILLE,CA
BROWN JR. (WILLIE L) MIDDLE,SAN FRANCISCO,CA
CRESTMONT ELEMENTARY,ROSEVILLE,CA
COMMUNITY DAY,SOUTH SAN FRANCISCO,CA
YOUNG OAK KIM ACADEMY,LOS ANGELES,CA
CALIFORNIA HIGH,WHITTIER,CA
BLACK BUTTE JUNIOR HIGH,SHINGLETOWN,CA
SAINT HELENA HIGH,ST. HELENA,CA
BENCHLEY/WEINBERGER ELEMENTARY,SAN DIEGO,CA
HERCULES MIDDLE,HERCULES,CA
BUSD SCHOOL OF OPPORTUNITY,BARSTOW,CA
CENTRAL ELEMENTARY,BALDWIN PARK,CA
NAPA PRESCHOOL PROGRAM,NAPA,CA
MONUMENT MIDDLE,RIO DELL,CA
SARATOGA ELEMENTARY,SARATOGA,CA
RANCHO BUENA VISTA HIGH,VISTA,CA
LOS BERROS VISUAL AND PERFORMING ARTS ACADEMY,LOMPOC,CA
BRET HARTE ELEMENTARY,BURBANK,CA
TRINITY HIGH,WEAVERVILLE,CA
VISTA DEL MONTE ELEMENTARY,PALM SPRINGS,CA
EL CAMINO REAL CONTINUATION HIGH,PLACENTIA,CA
MORENO VALLEY HIGH,MORENO VALLEY,CA
PALOS VERDES PENINSULA HIGH,ROLLING HILLS ESTATES,CA
EL CAPITAN HIGH,MERCED,CA
LUCERNE VALLEY HIGH,LUCERNE VALLEY,CA
GOLETA VALLEY JUNIOR HIGH,GOLETA,CA
TRI-C COMMUNITY DAY,LOS ANGELES,CA
MARIO G. OLMOS ELEMENTARY,FRESNO,CA
GATEWAY HIGH (CONTINUATION),BAY POINT,CA
EVERETT MIDDLE,SAN FRANCISCO,CA
ALAMEDA ELEMENTARY,DOWNEY,CA
SANTA ROSA ROAD ACADEMIC ACADEMY,ATASCADERO,CA
OAKDALE CHARTER,OAKDALE,CA
SERRA HIGH,SAN DIEGO,CA
CARPINTERIA MIDDLE,CARPINTERIA,CA
POPE VALLEY ELEMENTARY,POPE VALLEY,CA
VALLEY VISTA ELEMENTARY,PETALUMA,CA
RUCKER ELEMENTARY,GILROY,CA
ALDER CREEK MIDDLE,TRUCKEE,CA
SAN CLEMENTE HIGH,SAN CLEMENTE,CA
TEMECULA MIDDLE,TEMECULA,CA
RANCHO LEARNING CENTER (ALTERNATIVE),ARCADIA,CA
WELLS MIDDLE,DUBLIN,CA
MIRA COSTA HIGH,MANHATTAN BEACH,CA
DEL DAYO ELEMENTARY,CARMICHAEL,CA
NATOMAS MIDDLE,SACRAMENTO,CA
JAMES FRANKLIN SMITH ELEMENTARY,SAN JOSE,CA
CROZIER (GEORGE W.) MIDDLE,INGLEWOOD,CA
ONEONTA ELEMENTARY,IMPERIAL BEACH,CA
MOUNTAIN VIEW ELEMENTARY,SANTA BARBARA,CA
HOPE VIEW ELEMENTARY,HUNTINGTON BEACH,CA
HOOVER ELEMENTARY,SANTA ANA,CA
LONGFELLOW,AZUSA,CA
MALAGA ELEMENTARY,FRESNO,CA
CENTRAL ORANGE COUNTY CTE PARTNERSHIP (CTEP),COSTA MESA,CA
ROCKLIN HIGH,ROCKLIN,CA
WHITCOMB CONTINUATION HIGH,GLENDORA,CA
TULE CONTINUATION HIGH,ALPAUGH,CA
GRANITE RIDGE INTERMEDIATE,FRESNO,CA
ROSEMARY,CAMPBELL,CA
KINGS LAKE EDUCATION CENTER,CORCORAN,CA
DELHI MIDDLE,DELHI,CA
ADAMS ELEMENTARY,RIVERSIDE,CA
VENICE SENIOR HIGH,LOS ANGELES,CA
MONTERA MIDDLE,OAKLAND,CA
WEST WHITTIER ELEMENTARY,WHITTIER,CA
MONTECITO UNION,SANTA BARBARA,CA
PIONEER ELEMENTARY,MERCED,CA
TUOLUMNE ELEMENTARY,MODESTO,CA
POPLAR AVENUE ELEMENTARY,OROVILLE,CA
MODOC COUNTY SPECIAL EDUCATION,ALTURAS,CA
WEST PORTAL ELEMENTARY,SAN FRANCISCO,CA
ELLINGTON (DUKE) HIGH (CONTINUATION),LOS ANGELES,CA
LAGUNA HIGH,SEBASTOPOL,CA
ALICE N. STROUD ELEMENTARY,MODESTO,CA
KAWANA SPRINGS ELEMENTARY,SANTA ROSA,CA
DESERT JUNIOR-SENIOR HIGH,EDWARDS,CA
TRI-CITIES ROP,WHITTIER,CA
GREEN VALLEY ELEMENTARY,RESCUE,CA
PERRIS HIGH,PERRIS,CA
INVERNESS ELEMENTARY,INVERNESS,CA
WILLIAM MULHOLLAND MIDDLE,LAKE BALBOA,CA
SOUTH FORK HIGH,TWAIN HARTE,CA
LAGUNA VISTA ELEMENTARY,OXNARD,CA
NORWOOD STREET ELEMENTARY,LOS ANGELES,CA
CENTINELA ELEMENTARY,INGLEWOOD,CA
PONDEROSA ELEMENTARY,PARADISE,CA
DOWNTOWN ELEMENTARY,BAKERSFIELD,CA
IRENE B. WEST ELEMENTARY,ELK GROVE,CA
JUANAMARIA ELEMENTARY,VENTURA,CA
YOUNG ADULT PROGRAM,OAKLAND,CA
CARLSBAD VILLAGE ACADEMY,CARLSBAD,CA
VICENTE MARTINEZ HIGH,MARTINEZ,CA
TRAVIS INDEPENDENT STUDY,FAIRFIELD,CA
CONGRESSMAN JERRY LEWIS ELEMENTARY,FORT IRWIN,CA
VISTA (ALTERNATIVE),SAN DIMAS,CA
GROSSMONT MIDDLE COLLEGE HIGH,EL CAJON,CA
SIERRA PACIFIC HIGH,HANFORD,CA
MARCH VALLEY,MORENO VALLEY,CA
EL SERENO MIDDLE,LOS ANGELES,CA
SILVER WING ELEMENTARY,SAN DIEGO,CA
CAL BURKE HIGH,PANORAMA CITY,CA
MANOR ELEMENTARY,FAIRFAX,CA
REDWOOD HEIGHTS ELEMENTARY,OAKLAND,CA
EASTBLUFF ELEMENTARY,NEWPORT BEACH,CA
VICTORIA AVENUE ELEMENTARY,SOUTH GATE,CA
CORDOVA VILLA ELEMENTARY,RANCHO CORDOVA,CA
LEARNING POST ACADEMY (ALTERNATIVE),SANTA CLARITA,CA
SCOTTS VALLEY HIGH,SCOTTS VALLEY,CA
OLIVEIRA ELEMENTARY,FREMONT,CA
JAMES A. MCKEE ELEMENTARY,ELK GROVE,CA
ROOSEVELT ELEMENTARY,BAKERSFIELD,CA
CARRILLO ELEMENTARY,CARLSBAD,CA
CHABOT ELEMENTARY,CASTRO VALLEY,CA
UNITED FOR SUCCESS ACADEMY,OAKLAND,CA
MARTIN ELEMENTARY,SOUTH SAN FRANCISCO,CA
ELITHA DONNER ELEMENTARY,ELK GROVE,CA
LINCOLN UNION ELEMENTARY,PETALUMA,CA
RANCHO TEHAMA ELEMENTARY,CORNING,CA
HURLEY ELEMENTARY,VISALIA,CA
DEL VALLE CONTINUATION HIGH,LIVERMORE,CA
DEL AMO ELEMENTARY,CARSON,CA
HILLCREST HIGH,RIVERSIDE,CA
IGO-ONO ELEMENTARY,IGO,CA
LIBERTY RANCH HIGH,GALT,CA
LOOMIS ELEMENTARY,LOOMIS,CA
ELIZABETH USTACH MIDDLE,MODESTO,CA
PRICE (ADELAIDE) ELEMENTARY,ANAHEIM,CA
SHENANDOAH STREET ELEMENTARY,LOS ANGELES,CA
MEAIRS ELEMENTARY,GARDEN GROVE,CA
JOHN MARSHALL SENIOR HIGH,LOS ANGELES,CA
O. S. HUBBARD ELEMENTARY,SAN JOSE,CA
ROUND VALLEY CONTINUATION,COVELO,CA
SAN ANTONIO HIGH (CONTINUATION),PETALUMA,CA
REAGAN ELEMENTARY,CLOVIS,CA
LUIS VALDEZ LEADERSHIP ACADEMY,SAN JOSE,CA
HELIX HIGH,LA MESA,CA
CORNING INDEPENDENT STUDY,CORNING,CA
GLENMEADE ELEMENTARY,CHINO HILLS,CA
WALTON MIDDLE,COMPTON,CA
ROCKLIN INDEPENDENT CHARTER ACADEMY,ROCKLIN,CA
CERRO VILLA MIDDLE,VILLA PARK,CA
ALAMEDA HIGH,ALAMEDA,CA
STARR KING K-8,CARMICHAEL,CA
MADERA COUNTY INDEPENDENT ACADEMY,MADERA,CA
HOWARD CATTLE ELEMENTARY,CHINO,CA
MARTHA ESCUTIA PRIMARY CENTER,BELL,CA
GROVER BEACH ELEMENTARY,GROVER BEACH,CA
LAWRENCE COOK MIDDLE,SANTA ROSA,CA
GRANT ELEMENTARY,EUREKA,CA
MIDDLETON STREET ELEMENTARY,HUNTINGTON PARK,CA
LA ROSA ELEMENTARY,CERES,CA
ALTAMONT CREEK ELEMENTARY,LIVERMORE,CA
JOHN C. FREMONT SENIOR HIGH,LOS ANGELES,CA
MARGUERITE POINDEXTER LAMOTTE ELEMENTARY,LOS ANGELES,CA
GARVEY (RICHARD) INTERMEDIATE,ROSEMEAD,CA
HERITAGE HIGH,ROMOLAND,CA
STRATHMORE COMMUNITY DAY,STRATHMORE,CA
HERLONG HIGH,HERLONG,CA
R. D. WHITE ELEMENTARY,GLENDALE,CA
PIEDMONT MIDDLE,SAN JOSE,CA
TOM KITAYAMA ELEMENTARY,UNION CITY,CA
DUCOR UNION ELEMENTARY,DUCOR,CA
DEER VALLEY HIGH,ANTIOCH,CA
ANNA HAUSE ELEMENTARY,BEAUMONT,CA
PINON MESA MIDDLE,PHELAN,CA
SPY ROCK ELEMENTARY,LAYTONVILLE,CA
ONTIVEROS (JUAN PACIFICO) ELEMENTARY,SANTA MARIA,CA
CUMBERLAND ELEMENTARY,SUNNYVALE,CA
GONZALO FELICITAS MENDEZ FUNDAMENTAL INTERMEDIATE,SANTA ANA,CA
RIO VISTA ELEMENTARY,NORTH HOLLYWOOD,CA
HARMONY ELEMENTARY,LOS ANGELES,CA
WASHINGTON ELEMENTARY,SAN LEANDRO,CA
ARMA J. SHULL ELEMENTARY,SAN DIMAS,CA
JULIAN JUNIOR HIGH,JULIAN,CA
TAFT ELEMENTARY,ORANGE,CA
CITRUS VALLEY HIGH,REDLANDS,CA
NEWMAN ELEMENTARY,CHINO,CA
SILVA VALLEY ELEMENTARY,EL DORADO HILLS,CA
GOLDEN VIEW ELEMENTARY,HUNTINGTON BEACH,CA
WASHINGTON ELEMENTARY,RIVERSIDE,CA
DONALD E. SUBURU,BAKERSFIELD,CA
CITRUS HILLS INTERMEDIATE,CORONA,CA
OAK TREE COMMUNITY DAY,PALMDALE,CA
SUNSET HIGH (CONTINUATION),ENCINITAS,CA
RIPPERDAN COMMUNITY DAY,MADERA,CA
CHEMEHUEVI VALLEY ELEMENTARY,HAVASU LAKE,CA
JOHNSTON COOPER ELEMENTARY,VALLEJO,CA
CARLOS SANTANA ARTS ACADEMY,NORTH HILLS,CA
CALIFORNIA ELEMENTARY,ORANGE,CA
MCKINLEY AVENUE ELEMENTARY,LOS ANGELES,CA
PLEASANT RIDGE SPECIAL EDUCATION PRESCHOOL,GRASS VALLEY,CA
JOHNSTONVILLE ELEMENTARY,SUSANVILLE,CA
LASSELLE ELEMENTARY,MORENO VALLEY,CA
MCKINLEY ELEMENTARY,SAN LEANDRO,CA
